Object Histogram:

Size	Count	Class description
16	1	org.jruby.runtime.load.LoadService$ClassLoaderSearcher
16	1	rubyjit.readuntil_766B79435ABE23699A50A0359F19FF53525324EA
16	1	rubyjit$new_E6D301932BA490D5DA539973663A7ED2FF304E56$block_0$RUBY$__file__
16	1	rubyjit$node_expander_7D3B2E2D4A4C017C777D5CCC9D52E5266A2456EF$block_3$RUBY$__file__
16	1	org.jruby.runtime.NullBlockBody
16	1	org.jruby.cext.GC$1
16	1	rubyjit.java_import_74DCF7A2B208E89A4FF73AF296F41EC3E10FF3C1
16	1	sun.text.Normalizer$NFCMode
16	1	rubyjit.rbuf_fill_CEDA9ADE5B1F16E5F96164A527614757185A346E
16	1	rubyjit.request_A6B7C3757A2005FC2A6CA95C9F9CA9A83B604C6C
16	1	rubyjit.include?_61AB73B5F95EB2AA0130FE366B10BAAE48AA0D3D
16	1	rubyjit.tag_start_2EA59C04F387D3F9B250A0832F82A709E37A34A3
16	1	rubyjit$write_ED264B3F7CD0DA58BE26612929AF90829D4C1502$block_0$RUBY$__file__
16	1	rubyjit.permutation_6CD36CA76DC541DD28D7527C660CC8FEC30B07F0
16	1	java.util.regex.Pattern$JavaUnicodeIdentifierStart
16	1	org.jruby.javasupport.JavaUtil$2
16	1	rubyjit$permute_expansion_EE54016C2F9D630D49C81B6C1A44A80C80FCC3D7$block_1$RUBY$__file__
16	1	rubyjit$to_hash_105B3650265F6A7EB031EE367151C0E3A413DD09$block_0$RUBY$__file__
16	1	rubyjit$complete_frags_69CC7ECDFBA10931721330948953ECB2F26229DF$block_3$RUBY$__file__
16	1	rubyjit.encode_utf8_E151510BAD2F7786B35BDE05D9F02BA692DEC6D3
16	1	rubyjit.parse_AD2F2DEB48F8C99FE9FFB124F0E100F76D1A2D2A
16	1	rubyjit.method_added_2DBE8B05734B43573391AD708B27FE3BED49787F
16	1	org.jruby.parser.StaticScope[]
16	1	java.util.regex.Pattern$JavaISOControl
16	1	rubyjit.read_body_1B4F95F1C458C6B9EF71C6E80FD2ADAE78E75827
16	1	org.jruby.util.Pack$19
16	1	rubyjit.set_host_565D88176D1C7FB4E4DA9D3BD012DBC48850CAD3
16	1	rubyjit.readline_00512D89F96C3E1CB345B7C83DA590B1DFF4F7C9
16	1	rubyjit$assign_defaults_D18B687A328006766F670C8A1F62195E9510D5C5$block_1$RUBY$__file__
16	1	org.jruby.javasupport.JavaUtil$6
16	1	rubyjit.response_body_permitted?_7420AA9D19A42F20329413631703F0F502ABA40B
16	1	rubyjit.execute_sparql_query_57EDF1CDC9203EB501D9DF4D460D586DF204DF33
16	1	rubyjit.D_A685927F3290E5199C803B9CE96C1F8C9E48092D
16	1	org.jruby.javasupport.JavaUtil$15
16	1	rubyjit$parse_43999F8EA524EB81367DEC2EB7DA8400EEA0683B$block_1$RUBY$__file__
16	1	rubyjit$updatetime_04BF13E0340F9EF56B211F8F2472A8E4AA4934BB$block_1$RUBY$__for__
16	1	rubyjit.unescape_01808E5FFD3964C4239ACCDF964A76E91DB1EA1D
16	1	rubyjit.timecost_D4449871BD0D0A9DDC80BB07E8F3A2571BF37414
16	1	rubyjit.use_ssl?_64CE8095DE4BF91E36D00BA89D0D8D55B810CF12
16	1	org.jruby.util.Pack$10
16	1	rubyjit$get_tokens_A383FA90341944F7D6D1A52186ED29C782C42B0D$block_1$RUBY$__file__
16	1	rubyjit$updatetime_04BF13E0340F9EF56B211F8F2472A8E4AA4934BB$block_0$RUBY$__file__
16	1	org.jruby.util.io.SelectorPool
16	1	rubyjit.delete_17168945A9C9A47903BBDED04C1DEE990149EC30
16	1	rubyjit.read_adapters_677D3FC79E470ACBEA69F93F8F0883FF550E071E
16	1	rubyjit.closed?_7EB6F7DAF30BD4C6A9C8E06728B9466F713B69B9
16	1	rubyjit.procdest_D43D2A363197593B51FC20F4CC4245A0A04A3A86
16	1	java.lang.ProcessEnvironment$StringEntrySet
16	1	rubyjit.tversky_10E5060BF7601CCC707902453CF8321867A47E5B
16	1	java.util.regex.Pattern$All
16	1	rubyjit$unnormalize_5C3424E2519E8284F57656F8C596472AAF1F8644$block_0$RUBY$__file__
16	1	experiment
16	1	rubyjit$keyword_normalization_8FF3C139FA567F01A0311D87866B0F6DFA36E46C$block_0$RUBY$__file__
16	1	org.joda.time.chrono.GJEraDateTimeField
16	1	rubyjit.initialize_BCADEC29E04ACD0B9D1F7C1E2DCD533089FBAF79
16	1	rubyjit.matching_files_721572F891F76C95B894226A15486770C358CCA3
16	1	rubyjit.set_content_type_3C6B10EBC626AE311E91AA5648AD7FA6030CA2B4
16	1	rubyjit.to_s_F036B8498666B006256EF94A82F3D25BC9AF3C75
16	1	rubyjit.get_similarity_D0F878C8C2824926A101F3980CA3340EDD352ECD
16	1	org.jruby.util.ReferenceReaper$1
16	1	rubyjit.read_body_0_91E46EFACA4695949D0632ACA10E91A16CC9C83A
16	1	rubyjit$permute_expansion_EE54016C2F9D630D49C81B6C1A44A80C80FCC3D7$block_0$RUBY$__file__
16	1	rubyjit$read_new_68A6E8D4B99630DBAA13353ED440DC335468C9FB$block_0$RUBY$__file__
16	1	rubyjit.set_fragment_813980D326BCA61A60EF64941C6293C55743118C
16	1	rubyjit.initialize_A23193C0D059D355500B37416894E147CBDED5A9
16	1	rubyjit.set_form_data_0C840CA9C541C3256A4D00643B83D3E69269E47A
16	1	rubyjit$each_F4D95A361FD2978D507FC40261EA5C5DBB7F28D6$block_0$RUBY$__file__
16	1	rubyjit.advanced_string_matching_494FCFF1B26477DB1ED00598EBD9F0CCE365C332
16	1	rubyjit.split_74348D448E31733FE98195556A14E2FBCD87D0DE
16	1	rubyjit$node_expander_7D3B2E2D4A4C017C777D5CCC9D52E5266A2456EF$block_4$RUBY$__file__
16	1	rubyjit.valid_date_frags?_F9C1C7FA2F2997B226716A1FD5EA816E5B986ACB
16	1	rubyjit.each_F4D95A361FD2978D507FC40261EA5C5DBB7F28D6
16	1	rubyjit$node_expander_7D3B2E2D4A4C017C777D5CCC9D52E5266A2456EF$block_0$RUBY$__file__
16	1	rubyjit.rewrite_frags_EBFB3D2D94A566A62D99729E1A0F457720F6ED03
16	1	rubyjit.tag_end_A8A31476F663241FD8552B4D740B67CABCA5C54C
16	1	rubyjit.Proxy_4D46549F4798965EC422E45DD5EA92FDB3E4FB9B
16	1	java.util.regex.Pattern$JavaDefined
16	1	java.util.TreeSet
16	1	java.util.jar.Manifest
16	1	rubyjit.initialize_F68EF99E4E41BC770C932181F547B793024EF14D
16	1	org.jruby.util.Pack$11
16	1	rubyjit$cost_EDA325310AE85BBBD47B1C931A2C64E6B1FCB35D$block_0$RUBY$__file__
16	1	rubyjit.segments_1A83CD043110E5A4E7220B8E2C2D0DA45E1227DA
16	1	rubyjit$assign_defaults_D18B687A328006766F670C8A1F62195E9510D5C5$block_0$RUBY$__file__
16	1	rubyjit.updatetime_04BF13E0340F9EF56B211F8F2472A8E4AA4934BB
16	1	rubyjit.bnode?_3DBBD893D70BB88FB450EB14C7C0F4E9F1B5F026
16	1	rubyjit.each_capitalized_F6B5C991BF46548A0A746853F1D83AE947D0E15E
16	1	rubyjit.chunked?_441468351040A7EBC2CD8EFC5162BE69232F6532
16	1	rubyjit.keyword_normalization_8FF3C139FA567F01A0311D87866B0F6DFA36E46C
16	1	rubyjit$pruning_C18E88C33FA1D0AF20FAE41BF02E7C8DF8BBF771$block_0$RUBY$__file__
16	1	com.kenai.jaffl.provider.StringIO
16	1	org.jruby.javasupport.JavaUtil$7
16	1	org.jruby.Ruby$2
16	1	rubyjit.assign_defaults_D18B687A328006766F670C8A1F62195E9510D5C5
16	1	rubyjit.initialize_4E43FB66BE1CDCC6CAE6FD1EB95115E34B650DE0
16	1	rubyjit.initialize_82D306CBB76F7DC0E78DF43CB3C163FB5D10A253
16	1	rubyjit.stream=_A75589F1DF3911B8A0A1010B430BEC8E41251122
16	1	rubyjit$node_expander_7D3B2E2D4A4C017C777D5CCC9D52E5266A2456EF$block_1$RUBY$__file__
16	1	rubyjit$node_expander_7D3B2E2D4A4C017C777D5CCC9D52E5266A2456EF$block_6$RUBY$__file__
16	1	rubyjit.complete_frags_69CC7ECDFBA10931721330948953ECB2F26229DF
16	1	rubyjit.main_type_E9CF576BC883582506070F8E2FB95D73D232F539
16	1	rubyjit.start_7AC9F6347F10ECE7FD6B25865AF53CC8437439E0
16	1	rubyjit.\=\_=_5D7D76BC7D50C21BF578DDA5450EAD0DD8BCA1AA
16	1	java.util.regex.Pattern$JavaLetterOrDigit
16	1	sun.text.Normalizer$FCDMode
16	1	org.jruby.javasupport.JavaUtil$21
16	1	rubyjit.initialize_61080A572F50FACDA4FCAA7E86F26CC17CF6AD44
16	1	rubyjit.check_encoding_30653B330F6C34C8C04CB0F23417A1836DE2385A
16	1	rubyjit.pruning_C18E88C33FA1D0AF20FAE41BF02E7C8DF8BBF771
16	1	rubyjit.valid_date?_A5DCF94C08C2A098E1F1FDE2BE42C132D848A9D1
16	1	rubyjit$write_header_92828213D95C8FD21B8C57A2F251FFEFB5063DB7$block_0$RUBY$__file__
16	1	rubyjit.begin_transport_C0D98842C6797C0B783DC9E1043984A0B67531FE
16	1	rubyjit.capitalize_86F80CC28767EE8E5E4ADEF7E3258A12F5CE4437
16	1	rubyjit.debug_28F8C9101C5B4D94AD6503E7B8C0B5E11E9EA2E1
16	1	rubyjit.\=\{\}=_72B6537756BCE70954A51E77D2449350394F431B
16	1	rubyjit.parse_stream_A43DD93F7EF452887A1CADC20E12D78C00D8C0A6
16	1	java.util.Collections$EmptyMap
16	1	rubyjit.content_type_5C1F24F7EA08FF3A8686C4E738B10B50DB494A25
16	1	rubyjit.Rational_786EE2B0FAD6DA7C93C57F5E53C6FB8D61B0436D
16	1	org.jruby.TopSelfFactory$1
16	1	org.jruby.javasupport.JavaUtil$14
16	1	rubyjit.initialize_FF1E07669ED1425239D45ABEBEF595122FD5ABF9
16	1	org.jruby.runtime.load.LoadService$ScriptClassSearcher
16	1	rubyjit.initialize_7BC93E19E3EA01AA238709A8AA0F20C8033C21DF
16	1	rubyjit.singularize_2684304B1E391E9CA2B767DFEF0973670423F9A4
16	1	rubyjit.initialize_56136FB2E18A782F005C0A7C40F84CF40A0D2699
16	1	org.jruby.util.Pack$18
16	1	java.util.regex.Pattern$JavaLetter
16	1	rubyjit.transitions_1BD267B9515AE9982FC59B7A4F1C4DB3F350B311
16	1	org.jruby.internal.runtime.NativeThread
16	1	org.jruby.runtime.backtrace.TraceType$Gather$1
16	1	java.util.jar.JarVerifier$3
16	1	rubyjit.read_A476150A2FEA186812D0591F32980CFF28AC6BC3
16	1	org.jruby.util.Pack$1
16	1	rubyjit.perm_860114866194359C5E0944F593F55F6AF208F619
16	1	org.jruby.javasupport.JavaUtil$20
16	1	java.util.concurrent.CopyOnWriteArrayList
16	1	org.jruby.RubyGlobal$PidAccessor
16	1	org.jruby.ast.NilImplicitNode
16	1	rubyjit.body=_229A271CC6839F27A75F9D3B69B169C0687AC35A
16	1	rubyjit.set_body_internal_1D35796698206A111BA47483B5399B0C9254A624
16	1	rubyjit$segments_1A83CD043110E5A4E7220B8E2C2D0DA45E1227DA$block_0$RUBY$__file__
16	1	org.jruby.javasupport.JavaUtil$5
16	1	rubyjit$read_adapters_677D3FC79E470ACBEA69F93F8F0883FF550E071E$block_0$RUBY$__file__
16	1	org.jruby.Ruby$1
16	1	rubyjit.get_tokens_A383FA90341944F7D6D1A52186ED29C782C42B0D
16	1	rubyjit$perm_860114866194359C5E0944F593F55F6AF208F619$block_0$RUBY$__file__
16	1	org.jruby.runtime.backtrace.TraceType$Gather$2
16	1	rubyjit.sparql_A78BCAAA1F9F435E72E237486B943C9C7062D9BA
16	1	org.jruby.util.Pack$13
16	1	rubyjit$query_AF4D05378B10737656E7A988EC56716B07D9028A$block_4$RUBY$__file__
16	1	rubyjit.set_path_69F619DBF95C75AABFF9167E503B03DA2DC6E913
16	1	rubyjit.conn_address_6D688798A02B60287BB0B9DE876B60901E324150
16	1	rubyjit.connect_9A2F96674DD29570654F28DD18080102ADF37996
16	1	rubyjit.permute_expansion_EE54016C2F9D630D49C81B6C1A44A80C80FCC3D7
16	1	rubyjit.proxy_user_B0E5EC1AF14EDE90B679E74ECF7A75A789972BB9
16	1	sun.security.provider.certpath.X509CertPath
16	1	com.kenai.jffi.MemoryIO$UnsafeImpl32
16	1	rubyjit.\=\^=\__EE61EFAA2C1558CDCBA5421EFBC5CF0369AF36CB
16	1	java.util.regex.Pattern$JavaUnicodeIdentifierPart
16	1	rubyjit.write_ED264B3F7CD0DA58BE26612929AF90829D4C1502
16	1	rubyjit.cost_EDA325310AE85BBBD47B1C931A2C64E6B1FCB35D
16	1	org.jruby.ast.UndefNode
16	1	rubyjit.build_E32752461A6FDDF8A20F2401B24B653DF6DE9262
16	1	rubyjit.each_response_header_C4096C4781828B7629D7D96BCECD4D74F4F74D5F
16	1	rubyjit.encoding=_9891B85CFBF6EF7330BB8B1EDACBA000E7425A1A
16	1	rubyjit.connect_99A737049A45A03E0E021145E3A40EBD149E710E
16	1	rubyjit$capitalize_86F80CC28767EE8E5E4ADEF7E3258A12F5CE4437$block_0$RUBY$__file__
16	1	rubyjit$connect_9A2F96674DD29570654F28DD18080102ADF37996$block_0$RUBY$__file__
16	1	rubyjit.process_2AEB3EBCB4A1C3CBA6E35A2415B55749FC2A8529
16	1	org.jruby.Main
16	1	rubyjit.stream_check_C9A39A429F141DAFB64192A7C9F28F817251FCCC
16	1	rubyjit.require_BFDB9D6137549CC22CA0E10941FA24A08C18265C
16	1	rubyjit.entropy_1F4F2AD2D232358106D2BDD339813C508FF94D29
16	1	rubyjit.parse_744F8534E1B073FAEC5424B550CEE474524EAB59
16	1	rubyjit.LOG_8BD8C75E30DA44DAC711A5D2360528B0EF433800
16	1	rubyjit$union_query_E851545B711AD038E61F59D4A42080D354D25D8F$block_1$RUBY$__file__
16	1	sun.nio.cs.ThreadLocalCoders$2
16	1	rubyjit.initialize_http_header_8CD18023DFF5014D6816949C16EC15B182E85E3E
16	1	rubyjit.body_permitted?_91467FA3134980592630420FEA8B100FF4AE9E8F
16	1	rubyjit.singularize_9C014AF6C1E283FB74E100DBC6DDD0E2F66101A6
16	1	rubyjit$permutation_6CD36CA76DC541DD28D7527C660CC8FEC30B07F0$block_0$RUBY$__for__
16	1	rubyjit.suffix_pattern_AB284E944A356696E8E16261BA5B37BA733A89C4
16	1	rubyjit$filter_B06CC26EF4D23AB00425842CB5A542E038F61824$block_1$RUBY$__file__
16	1	java.util.regex.Pattern$JavaWhitespace
16	1	rubyjit.response_class_376740DFC2E8DBB0615F2734194C107267035EFC
16	1	rubyjit.\=\_=_33800AA6DD0719219A6700107367B1AFBFC2BCA1
16	1	rubyjit$unnormalize_5C3424E2519E8284F57656F8C596472AAF1F8644$block_1$RUBY$__file__
16	1	rubyjit.inflections_4EA3065465EF2F0EAD0A1D4E612AFC3DEC494393
16	1	sun.nio.cs.ThreadLocalCoders$1
16	1	rubyjit$permutation_6CD36CA76DC541DD28D7527C660CC8FEC30B07F0$block_1$RUBY$__file__
16	1	org.jruby.cext.Native
16	1	rubyjit.today_A5BE3020B81DE9A142B646D30A4FA66607711A6E
16	1	sun.misc.URLClassPath$FileLoader
16	1	rubyjit$complete_frags_69CC7ECDFBA10931721330948953ECB2F26229DF$block_2$RUBY$__file__
16	1	java.util.regex.Pattern$Begin
16	1	rubyjit$set_form_data_0C840CA9C541C3256A4D00643B83D3E69269E47A$block_0$RUBY$__file__
16	1	com.kenai.jffi.Foreign$ValidInstanceHolder
16	1	rubyjit.gcd_8DB83B15B7493D99D2217052A634D34FFA5AD8F4
16	1	org.jruby.internal.runtime.methods.DynamicMethod[]
16	1	rubyjit.create_9C5806E96791D39FCF0515AB23C0EC6453DCB362
16	1	rubyjit$build_E32752461A6FDDF8A20F2401B24B653DF6DE9262$block_0$RUBY$__file__
16	1	org.joni.StackMachine$1
16	1	rubyjit.set_scheme_1E33D257662D43630744C7D9B13C69AE81012AAE
16	1	java.util.regex.Pattern$JavaDigit
16	1	org.jruby.javasupport.JavaUtil$10
16	1	org.jruby.runtime.backtrace.TraceType$Format$1
16	1	rubyjit.to_s_23E3624173A88EBE020FE2FF7F27D43C879ED1DD
16	1	rubyjit$singularize_9C014AF6C1E283FB74E100DBC6DDD0E2F66101A6$block_0$RUBY$__file__
16	1	rubyjit$xmatch_with_expansion_5736FBF3E6F270ACF101F810197CA258F364D465$block_0$RUBY$__file__
16	1	rubyjit.add_73D5F3D6DCD22A9FAD4676C672CD1EC00ECE82A3
16	1	rubyjit$expand_word_443326A0187991BB02818B57B652B1CD5FD5BA41$block_0$RUBY$__file__
16	1	org.jruby.util.Pack$5
16	1	org.jruby.TopSelfFactory$4
16	1	rubyjit.urlencode_F4A57601CC88213A2B03B6426E6E2D35B0C35150
16	1	rubyjit.initialize_34571FE95B3029CAB14C61DC90AB636E6746706D
16	1	java.text.FieldPosition[]
16	1	rubyjit.default_port_03CCCBF7C55FEFB8CC06DF82A429B40499791EC3
16	1	rubyjit$xmatch_with_expansion_5736FBF3E6F270ACF101F810197CA258F364D465$block_2$RUBY$__file__
16	1	rubyjit.content_length=_B5E715727A56AC4E795BC14CB32D3FD7305B48D1
16	1	rubyjit.key?_9260C9076F7726751BCF5E6EDB3B96437A22B7AA
16	1	rubyjit.\=\__EAF5DBBA9A455861F5E6F1D13842412E52C06AA2
16	1	rubyjit$xmatch_with_expansion_5736FBF3E6F270ACF101F810197CA258F364D465$block_1$RUBY$__file__
16	1	rubyjit$parse_43999F8EA524EB81367DEC2EB7DA8400EEA0683B$block_0$RUBY$__file__
16	1	sun.text.Normalizer$NFKCMode
16	1	rubyjit.do_start_D4899099EABD1CD96A5A1B870DA24BB93656D395
16	1	rubyjit.valid_civil?_9D50A9E29F36DE9BBFE01CAE9BDB8D5145F91FEA
16	1	rubyjit$unnormalize_5C3424E2519E8284F57656F8C596472AAF1F8644$block_3$RUBY$__file__
16	1	rubyjit.==_EED89FB1AF5A789526B44C6DB7F9526822FC7664
16	1	sun.security.x509.GeneralName
16	1	rubyjit.full_name_C245CDB204D765DDDABF39A3684023E62942ED9D
16	1	rubyjit$query_F5D2DC9F9B83F84286BE9DEA23592ED9C6FE3EF3$block_0$RUBY$__file__
16	1	org.jruby.runtime.backtrace.TraceType$Format$3
16	1	rubyjit$node_expander_7D3B2E2D4A4C017C777D5CCC9D52E5266A2456EF$block_5$RUBY$__file__
16	1	rubyjit.strptime_7C00D0A22859D8963FFDA90A140C86688C54612E
16	1	org.jruby.util.Pack$3
16	1	org.jruby.util.Pack$2
16	1	rubyjit.initialize_0EB36CF69D57311B6872C6529BA55849DAE411B9
16	1	rubyjit.new!_CA0727FE615CCBC1D4E9A2E682AE659D81A7766D
16	1	rubyjit.hash_E7D18D77DD3CC04DF8572885B9F137EF5E9336CB
16	1	org.jruby.util.Pack$20
16	1	org.jruby.ext.JRubyPOSIXHandler
16	1	rubyjit.initialize_ACEBDE1D06E765B6965E9612B7926EC4D411FCA9
16	1	java.util.concurrent.Executors$DelegatedScheduledExecutorService
16	1	rubyjit.rank_1F6F729991DB57638FEA4B988963A59C3D1DC4FD
16	1	rubyjit.started?_814D1B2BD150B2652CFE5C95E4DF183E1D21771D
16	1	rubyjit.search_2B4DC564C9290BDEC936FA2CD33A64F0E699CE29
16	1	org.jruby.util.Pack$15
16	1	org.jruby.runtime.backtrace.TraceType
16	1	rubyjit.num_pattern?_4D753D3B6236D5C9E4ECE1A219C5E8CF4862B089
16	1	rubyjit.send_request_with_body_2BC8CB2F85C9E9B67E3FA2602799785CD3E59E5C
16	1	rubyjit.query_F5D2DC9F9B83F84286BE9DEA23592ED9C6FE3EF3
16	1	rubyjit.write_header_92828213D95C8FD21B8C57A2F251FFEFB5063DB7
16	1	java.util.BitSet
16	1	rubyjit.conn_port_89EE3A6631582C3DE16E6A0498E694C381A71DF6
16	1	com.kenai.jffi.PageManager$Unix
16	1	rubyjit$build_E32752461A6FDDF8A20F2401B24B653DF6DE9262$block_2$RUBY$__file__
16	1	rubyjit.calculate_distance_00D1200E2A30D29E1FDA34468631811DC20F524F
16	1	java.nio.charset.CoderResult$2
16	1	java.nio.channels.spi.AbstractSelector$1
16	1	sun.security.x509.GeneralNames
16	1	org.jruby.common.RubyWarnings
16	1	sun.util.calendar.Gregorian
16	1	rubyjit.initialize_D93E8F5A8DB0045040ABBA1EA59AF615382AD261
16	1	rubyjit.installation_path_ADD719D0E92012E496C37789B41E9A61DE29AEE3
16	1	java.lang.StringBuilder
16	1	rubyjit.match_C68C412E93A504F03A3CBA42B13990AAA32E83EB
16	1	java.net.Inet6AddressImpl
16	1	rubyjit.end_transport_3B5DF3E524FD26236BB337866DA6BEA34B925727
16	1	java.security.AllPermissionCollection
16	1	rubyjit.expand_word_443326A0187991BB02818B57B652B1CD5FD5BA41
16	1	rubyjit.xmatch_DBD7CAB84065D236CAF9C7C943EEFD2C01312A45
16	1	rubyjit.civil_to_jd_8A027C178EA96C76B5782F59211035681840C9EC
16	1	rubyjit$build_E32752461A6FDDF8A20F2401B24B653DF6DE9262$block_1$RUBY$__file__
16	1	rubyjit.prerelease?_78D81C825753E5E4F2F4F2B74763327111ED3153
16	1	rubyjit.correct?_DDD7CAFF47AB58C4C9835B1FD6F29216486F2B25
16	1	sun.security.x509.RFC822Name
16	1	rubyjit.initialize_C91A611197EE8B163C9345F4C07FEF750079A41E
16	1	rubyjit.read_new_68A6E8D4B99630DBAA13353ED440DC335468C9FB
16	1	java.util.regex.Pattern$LastNode
16	1	sun.text.Normalizer$Mode
16	1	rubyjit$query_AF4D05378B10737656E7A988EC56716B07D9028A$block_2$RUBY$__file__
16	1	rubyjit.post_form_54258449C1D64D6F905DE44382AD08ED1F86D904
16	1	org.jruby.javasupport.JavaUtil$3
16	1	rubyjit.reduce_858B48052A2BB757AD0E1899B1408AF6516F96FC
16	1	org.jruby.util.Pack$4
16	1	rubyjit.==_471F56C02510478D27C2C1C14870CEAE752106CA
16	1	org.jruby.runtime.load.LoadService$ExtensionSearcher
16	1	rubyjit.filter_B06CC26EF4D23AB00425842CB5A542E038F61824
16	1	org.jruby.TopSelfFactory$3
16	1	org.jruby.javasupport.JavaUtil$4
16	1	rubyjit.set_query_059962CDF5D71953057274DD3AE3E1875B4CDEC6
16	1	rubyjit.union_query_E851545B711AD038E61F59D4A42080D354D25D8F
16	1	org.jruby.util.Pack$9
16	1	java.util.regex.Pattern$NotCtype
16	1	rubyjit.\=\{\}_AE2338A7F777BBE11420143D1C4E74EE093E213F
16	1	rubyjit.initialize_9258E73163BC61D2E481D0F12B57E9DD4EFB2B31
16	1	sun.misc.FDBigInt
16	1	rubyjit.new_by_frags_6B60368892B5E74057521581285910E5F12DE01C
16	1	rubyjit.exec_C97F527E585DB360664C3DF8866F82AE1C05AC97
16	1	rubyjit.\=\__6C40220230488CF0F5F3BFA60DC19F86B25B3621
16	1	rubyjit$xmatch_DBD7CAB84065D236CAF9C7C943EEFD2C01312A45$block_0$RUBY$__file__
16	1	org.jruby.util.Pack$12
16	1	rubyjit.query_ADCAA278D90B8EFF42F1C57959A24C37F2255BE0
16	1	java.lang.Enum[]
16	1	rubyjit.user_F45EF61E0C17906DB094B252987D2A9F3BF4170B
16	1	org.jruby.ext.posix.JavaLibCHelper$1
16	1	rubyjit.set_userinfo_E22A327C6DAF9EE656850DB0AE323492B6C098A3
16	1	org.jruby.runtime.load.LoadService$BailoutSearcher
16	1	rubyjit$adapters_4C17F8DC0CE7A17B0026C8E9F373E358CBC14176$block_0$RUBY$__file__
16	1	rubyjit.jd_to_ajd_30A7FB12AC8647117C865498C2B6DB018786E0AF
16	2	org.jruby.javasupport.JavaEmbedUtils$1
16	1	rubyjit.empty?_C6F15595E7594F26E52B100F58658384D7D4E706
16	1	rubyjit$xmatch_with_expansion_5736FBF3E6F270ACF101F810197CA258F364D465$block_3$RUBY$__file__
16	1	org.jruby.javasupport.JavaUtil$9
16	1	rubyjit$valid_date_frags?_F9C1C7FA2F2997B226716A1FD5EA816E5B986ACB$block_0$RUBY$__file__
16	1	rubyjit.create_D6B9A81CC97CBB02E59C1ED9736ACFA7C654BA73
16	1	java.util.regex.Pattern$JavaSpaceChar
16	1	java.security.Provider[]
16	1	rubyjit.header_D15E746F85063A050587004B3F256D974307D960
16	1	sun.text.Normalizer$NFKDMode
16	1	org.joda.time.field.UnsupportedDurationField
16	1	rubyjit.files=_62905BF0088B31ACA5379471D6C5F1AF98E2806A
16	1	org.jruby.javasupport.JavaUtil$18
16	1	rubyjit.on_connect_A107D3558EC6224342BCE0EA3950CF43BCCDAB1B
16	1	org.jruby.RubyArgsFile$1
16	1	rubyjit.xmatch_with_expansion_5736FBF3E6F270ACF101F810197CA258F364D465
16	1	rubyjit.set_opaque_273DD98E908C990E9FEC95DC965D36AFF7CF8A0D
16	1	rubyjit$build_E32752461A6FDDF8A20F2401B24B653DF6DE9262$block_4$RUBY$__file__
16	1	rubyjit$parse_E026FCDF1AD04F6B08C37D47456D6974D85AA85D$block_0$RUBY$__file__
16	1	rubyjit.supply_default_content_type_A8CE628BCC62598CDE09719B0610B26D3D61ADE6
16	1	rubyjit$each_capitalized_F6B5C991BF46548A0A746853F1D83AE947D0E15E$block_0$RUBY$__file__
16	1	rubyjit.qtype_F133AEA4C7E52B4EEFD3CDE249A4EFC811933859
16	1	rubyjit$union_query_E851545B711AD038E61F59D4A42080D354D25D8F$block_0$RUBY$__file__
16	1	rubyjit$set_content_type_3C6B10EBC626AE311E91AA5648AD7FA6030CA2B4$block_0$RUBY$__file__
16	1	rubyjit.encoding=_65028EA65CD81BBEF6F8CD5E5DBABC985A9A959B
16	1	java.util.regex.Pattern$JavaUpperCase
16	1	sun.misc.Launcher
16	1	rubyjit.edit_path_C6D161E4E6F55B1C2C9FB68D4C37521227DE7460
16	1	rubyjit.getCode_1AD597F39E0ACB9FDBA3BCD04DCC102F81657C98
16	1	rubyjit.adapters_4C17F8DC0CE7A17B0026C8E9F373E358CBC14176
16	1	java.util.Collections$EmptyList
16	1	rubyjit.getTokens_2A51D5B6D8B334AAFB7D58AC26BF4A079942E83C
16	1	rubyjit.add_field_C9D6480AE0C1561396BBA99AECEBBB6C919DE0D9
16	1	sun.misc.FloatingDecimal$1
16	1	rubyjit$rbuf_fill_CEDA9ADE5B1F16E5F96164A527614757185A346E$block_0$RUBY$__file__
16	1	rubyjit.set_port_598F4AA4E9CB345328478EF2B15BC11C263031F7
8	1	org.jruby.javasupport.JavaUtil$53
8	1	org.jruby.parser.DefaultRubyParser$208
8	1	org.jruby.parser.DefaultRubyParser$64
8	1	org.jruby.parser.DefaultRubyParser$264
8	1	org.jruby.RubyHash$31
8	1	org.jruby.parser.DefaultRubyParser$346
8	1	sun.reflect.GeneratedConstructorAccessor4
8	1	org.jruby.parser.DefaultRubyParser$330
8	1	org.jruby.parser.DefaultRubyParser$218
8	1	org.jruby.parser.DefaultRubyParser$220
8	1	org.jruby.parser.DefaultRubyParser$331
8	1	org.jruby.platform.Platform
8	1	org.jruby.parser.DefaultRubyParser$185
8	1	org.jruby.parser.DefaultRubyParser$229
8	1	org.joda.time.DateTimeUtils$SystemMillisProvider
8	1	sun.reflect.GeneratedConstructorAccessor30
8	1	org.jruby.parser.DefaultRubyParser$303
8	1	org.jruby.parser.DefaultRubyParser$234
8	1	org.jruby.RubyNoMethodError$1
8	1	org.jruby.RubyNumeric$ByteListCaller18
8	1	org.jruby.parser.DefaultRubyParser$306
8	1	org.jruby.RubyStruct$3
8	1	org.jruby.parser.DefaultRubyParser$268
8	1	org.jruby.parser.DefaultRubyParser$153
8	1	org.jruby.parser.DefaultRubyParser$337
