Object Histogram:

Size	Count	Class description
64	1	org.jruby.RubyDigest$DigestInstance$s$0$0$digest_length
64	2	sun.security.x509.AuthorityKeyIdentifierExtension
64	1	org.jruby.ext.openssl.ASN1$ObjectId$s$0$0$ln
64	1	org.jruby.RubyArray$i$1$0$op_and
64	1	org.jruby.java.addons.StringJavaAddons$s$0$0$to_java_bytes
64	1	org.jruby.javasupport.JavaClass$i$0$0$member_class_p
64	1	org.jruby.ext.openssl.PKCS7$i$1$0$add_certificate
64	1	org.jruby.ext.openssl.Attribute$i$1$0$set_oid
64	1	org.jruby.RubyEnumerable$s$0$0$max
64	1	org.jruby.RubyDir$i$0$0$tell
64	1	org.jruby.RubySystemExit$i$0$0$success_p
64	1	org.jruby.RubyHash$i$1$0$merge_bang
64	1	org.jruby.ext.openssl.X509Cert$i$0$1$initialize
64	1	org.jruby.RubyMethod$i$0$0$receiver
64	1	org.jruby.RubyProc$i$0$0$call
64	1	org.jruby.RubyHash$i$1$0$has_key_p
64	1	org.jruby.RubyIconv$s$0$0$iconv
64	1	org.jruby.RubyArray$i$1$0$rassoc
64	1	org.jruby.RubyArgsFile$s$0$0$eof_p
64	1	org.jruby.RubyTime$i$1$0$initialize_copy
64	1	org.jruby.RubyIO$s$0$0$popen4
64	1	org.jruby.RubyFloat$i$0$0$finite_p
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_coerce
64	1	org.jruby.RubyKernel$s$0$0$nil_p
64	1	org.jruby.ext.openssl.BN$i$0$0$bn_is_prime
64	1	org.jruby.RubyEnumerator$i$initialize
64	1	org.jruby.RubyBignum$i$1$0$op_idiv
64	1	org.jruby.RubyEnumerable$s$0$0$each_with_index
64	1	org.jruby.ext.openssl.PKeyDH$i$0$0$dh_is_public
64	1	org.jruby.RubyIO$i$0$0$bytes
64	1	org.jruby.RubyUnboundMethod$i$0$0$rbClone
64	1	org.jruby.RubyDir$s$1$0$chroot
64	1	org.jruby.ext.openssl.X509Name$i$1$0$cmp
64	1	org.jruby.RubyProc$i$0$0$dup
64	1	org.jruby.ext.openssl.X509Name$i$0$0$add_entry
64	1	org.jruby.RubyFloat$s$1$0$induced_from
64	1	org.jruby.RubyIO$i$0$0$close_read
64	1	org.jruby.RubyFixnum$i$0$0$zero_p
64	1	org.jruby.RubySymbol$i$0$0$inspect
64	1	org.jruby.RubyArgsFile$s$0$0$tell
64	1	org.jruby.RubyModule$i$0$1$attr
64	1	org.jruby.RubyModule$i$0$0$constants
64	1	org.jruby.RubyIO$i$1$0$op_append
64	1	org.jruby.javasupport.JavaClass$i$0$0$private_p
64	1	org.jruby.RubyFixnum$i$0$0$op_uminus
64	2	com.kenai.constantine.platform.RLIM[]
64	1	org.jruby.ext.openssl.PKCS7$RecipientInfo$i$0$0$enc_key
64	1	org.jruby.ext.openssl.PKCS7$ModuleMethods$s$0$0$sign
64	1	org.jruby.RubyEnumerable$s$first
64	1	org.jruby.RubyArray$i$0$1$zip
64	1	org.jruby.libraries.ThreadLibrary$ThreadMethods$s$0$0$exclusive
64	1	org.jruby.RubyMatchData$i$0$0$size
64	1	org.jruby.RubyKernel$s$0$0$dup
64	1	org.jruby.ext.openssl.X509CRL$i$0$0$signature_algorithm
64	1	org.jruby.RubyNoMethodError$i$0$0$args
64	1	org.jruby.RubyArgsFile$s$0$0$skip
64	1	org.jruby.RubyProcess$RubyStatus$i$1$0$op_equal
64	1	org.jruby.javasupport.JavaClass$i$1$0$field
64	1	org.jruby.ext.openssl.SSLSocket$i$0$0$_initialize
64	1	org.jruby.ext.socket.RubyUNIXSocket$i$0$0$path
64	1	org.jruby.RubyFloat$i$0$0$abs
64	1	org.jruby.RubyArray$i$0$0$push_m
64	1	org.jruby.RubyNumeric$i$0$0$to_int
64	1	org.jruby.ext.openssl.Request$i$0$0$to_der
64	1	org.jruby.RubyThread$i$0$0$keys
64	1	org.jruby.ext.socket.RubyUDPSocket$i$0$0$send
64	1	org.jruby.javasupport.JavaClass$i$0$0$type_parameters
64	1	org.jruby.RubyModule$i$1$0$extend_object
64	1	org.jruby.RubyMethod$i$0$0$rbClone
64	1	org.jruby.RubyDigest$DigestInstance$s$1$0$op_equal
64	1	org.jruby.RubyArray$i$0$0$each_index
64	1	org.jruby.RubyEnumerable$s$0$0$max_by
64	1	org.jruby.RubyString$i$to_i
64	1	org.jruby.RubyString$i$0$0$hash
64	1	org.jruby.ext.openssl.X509StoreCtx$i$1$0$set_purpose
64	1	org.jruby.RubyStruct$i$0$0$values_at
64	1	org.jruby.RubyFloat$i$0$0$hash
64	1	org.jruby.RubyModule$i$1$0$public_method_defined
64	1	org.jruby.ext.openssl.Random$s$1$0$random_bytes
64	1	org.jruby.ext.openssl.Digest$i$0$0$finish
64	1	org.jruby.RubyString$i$1$0$crypt
64	1	org.jruby.ext.openssl.PKeyDSA$i$0$0$to_text
64	1	org.jruby.ext.openssl.X509Store$i$1$0$add_cert
64	1	org.jruby.RubyPrecision$s$0$0$prec_f
64	1	org.jruby.RubyFixnum$i$1$0$op_plus
64	1	org.jruby.RubyModule$i$1$0$instance_method
64	1	org.jruby.RubyFloat$i$0$0$op_uminus
64	1	org.jruby.ext.openssl.PKeyRSA$i$1$0$set_d
64	1	org.jruby.ext.openssl.PKCS7$ModuleMethods$s$1$0$read_smime
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_mod
64	1	org.jruby.RubyTime$i$0$0$succ
64	1	org.jruby.RubyIO$i$read
64	1	org.jruby.RubyFile$i$2$0$lchown
64	1	org.jruby.RubyString$i$chomp
64	1	org.jruby.RubyBoolean$True$s$0$0$true_to_s
64	1	org.jruby.RubyArgsFile$s$0$0$close
64	1	org.jruby.RubyFloat$i$0$0$to_f
64	1	org.jruby.ext.openssl.Random$s$1$0$egd
64	1	org.jruby.javasupport.JavaClass$i$0$0$protection_domain
64	1	org.jruby.libraries.ThreadLibrary$Queue$i$0$0$length
64	1	org.jruby.RubyFloat$i$0$0$infinite_p
64	1	org.jruby.RubyThreadGroup$i$0$0$enclose
64	1	org.jruby.RubyFixnum$i$1$0$op_ge
64	1	org.jruby.RubyStringIO$i$0$0$puts
64	1	org.jruby.RubyThread$s$1$0$critical_set
64	1	org.jruby.ext.openssl.BN$i$2$0$bn_mod_add
64	1	org.jruby.ext.openssl.BN$i$2$0$bn_mod_exp
64	1	org.jruby.RubyDigest$DigestClass$s$0$1$s_hexdigest
64	1	org.jruby.RubyIO$i$1$0$pos_set
64	1	org.jruby.RubyThread$s$0$0$current
64	1	org.jruby.RubyUnboundMethod$i$0$0$owner
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_copy
64	1	org.jruby.RubyIO$i$1$0$ungetc
64	1	org.jruby.RubyModule$i$0$0$rbPublic
64	1	org.jruby.RubyNil$s$1$0$op_xor
64	1	org.jruby.ext.socket.RubySocket$i$1$0$listen
64	1	org.jruby.ext.openssl.BN$i$0$0$bn_num_bits
64	1	org.jruby.RubyString$i$center
64	1	org.jruby.ext.openssl.Random$s$2$0$egd_bytes
64	1	org.jruby.ext.openssl.SSLContext$i$1$0$set_ssl_version
64	1	org.jruby.ext.openssl.SSLContext$i$1$0$set_ciphers
64	1	org.jruby.RubyIO$s$0$2$sysopen
64	2	java.io.PrintStream
64	1	org.jruby.ext.openssl.X509Revoked$i$1$0$set_time
64	1	org.jruby.ext.socket.RubyUNIXSocket$i$0$0$recv_io
64	1	org.jruby.ext.openssl.PKCS7$i$1$0$set_type
64	1	org.jruby.ext.openssl.PKCS7$i$0$0$_initialize
64	1	org.jruby.RubyProcess$RubyStatus$i$0$0$exitstatus
64	1	org.jruby.RubyDigest$DigestInstance$s$0$0$to_s
64	1	org.jruby.RubyMethod$i$0$0$unbind
64	1	org.jruby.RubyMethod$i$1$0$op_equal
64	1	org.jruby.RubyArray$i$0$0$reverse_each
64	1	org.jruby.RubyHash$i$0$0$sort
64	1	org.jruby.RubyString$i$2$0$insert
64	1	org.jruby.RubyNoMethodError$i$0$3$initialize
64	1	org.jruby.RubyClass$i$newInstance
64	1	org.jruby.RubyString$i$0$0$hex
64	1	org.jruby.RubyInteger$i$0$0$integer_p
64	1	org.jruby.RubyInteger$i$0$0$succ
64	1	org.jruby.RubyArgsFile$s$0$1$readlines
64	1	org.jruby.javasupport.proxy.JavaProxyClass$s$1$0$get_with_class
64	1	org.jruby.RubyArgsFile$s$0$2$read
64	1	org.jruby.javasupport.JavaCallable$i$0$0$public_p
64	1	org.jruby.RubyThreadGroup$i$1$0$add
64	1	org.jruby.RubyArgsFile$s$0$0$to_io
64	1	org.jruby.ext.openssl.X509Extensions$ExtensionFactory$i$1$0$set_crl
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$chardev_p
64	1	org.jruby.RubyBignum$i$0$0$size
64	1	org.jruby.RubyIO$i$1$0$autoclose_set
64	1	org.jruby.libraries.ThreadLibrary$SizedQueue$i$1$0$push
64	1	org.jruby.RubyStruct$i$1$0$eql_p
64	1	org.jruby.RubyModule$i$0$0$ancestors
64	1	org.jruby.RubyException$i$1$0$set_backtrace
64	1	org.jruby.RubyStringIO$i$0$0$rewind
64	1	org.jruby.RubyStringIO$i$0$1$readline
64	1	org.jruby.RubyArray$i$0$0$each
64	1	org.jruby.RubyNil$s$0$0$to_a
64	1	org.jruby.RubyFileStat$i$0$0$devMinor
64	1	org.jruby.RubyIO$s$0$1$readlines
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$owned_p
64	1	org.jruby.ext.socket.RubySocket$s$1$0$gethostbyname
64	1	org.jruby.ext.openssl.X509StoreCtx$i$0$0$error_string
64	1	org.jruby.ext.openssl.SSLSocket$i$0$0$state
64	1	org.jruby.RubyKernel$s$0$1$singleton_methods
64	1	org.jruby.RubyInteger$i$0$0$odd_p
64	1	org.jruby.ext.openssl.PKeyDH$i$1$0$dh_set_g
64	1	org.jruby.ext.openssl.X509CRL$i$0$0$revoked
64	1	org.jruby.RubyString$i$0$0$strip
64	1	org.jruby.ext.openssl.HMAC$i$2$0$initialize
64	1	org.jruby.ext.openssl.BN$i$0$0$bn_to_s
64	1	org.jruby.RubyString$i$0$0$dump
64	1	org.jruby.RubyStringIO$i$0$0$pid
64	1	org.jruby.ext.openssl.X509Extensions$Extension$i$0$0$oid
64	1	org.jruby.RubyStringIO$i$0$0$closed_p
64	1	org.jruby.libraries.ThreadLibrary$ConditionVariable$i$0$1$wait_ruby
64	1	org.jruby.javasupport.JavaClass$i$0$0$name
64	1	org.jruby.RubyStringIO$i$1$0$truncate
64	1	org.jruby.ext.openssl.SSLSocket$i$0$1$sysread
64	1	org.jruby.RubyModule$i$0$0$to_s
64	1	org.jruby.ext.openssl.X509Cert$i$1$0$add_extension
64	1	org.jruby.RubyBignum$i$1$0$op_and
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$get_iqmp
64	1	org.jruby.RubyArray$i$0$0$compact
64	1	org.jruby.RubyDir$i$0$0$path
64	1	org.jruby.NativeException$i$0$0$cause
64	1	org.jruby.ext.openssl.PKCS7$i$0$0$crls
64	1	org.jruby.ext.socket.RubyTCPSocket$i$0$2$initialize
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$version
64	1	org.jruby.RubyMethod$i$0$0$name
64	1	org.jruby.RubyEnumerable$s$reverse_each
64	1	org.jruby.RubyArray$i$0$0$reject
64	1	org.jruby.RubyEnumerable$s$0$0$take_while
64	1	org.jruby.RubyEnumerable$s$0$0$minmax
64	1	org.jruby.RubyFileStat$i$0$0$setgid_p
64	1	org.jruby.RubyException$i$0$1$exception
64	1	org.jruby.ext.openssl.Request$i$0$0$to_pem
64	1	org.jruby.ext.openssl.PKCS7$RecipientInfo$i$0$0$issuer
64	1	org.jruby.RubyFileStat$i$0$0$sticky_p
64	1	org.jruby.RubyString$i$0$0$capitalize_bang
64	1	org.jruby.RubyNumeric$i$0$0$round
64	1	org.jruby.ext.openssl.Digest$i$1$0$initialize_copy
64	1	org.jruby.RubyStringIO$i$0$0$each_byte19
64	1	org.jruby.RubyStringIO$i$0$1$gets
64	1	org.jruby.javasupport.JavaClass$i$0$0$java_method
64	1	org.jruby.RubyHash$i$0$0$rb_size
64	1	org.jruby.RubyKernel$s$0$0$id_deprecated
64	1	org.jruby.RubyGC$s$0$0$garbage_collect
64	1	org.jruby.ext.socket.RubyBasicSocket$i$0$0$getpeername
64	1	org.jruby.ext.openssl.X509CRL$i$1$0$set_extensions
64	1	org.jruby.ext.openssl.BN$i$0$0$bn_sqr
64	1	org.jruby.javasupport.JavaObject$i$0$0$to_s
64	1	org.jruby.javasupport.JavaClass$i$0$0$enclosing_method
64	1	org.jruby.RubyNil$s$1$0$op_or
64	1	org.jruby.RubyRegexp$i$0$0$casefold_p
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$sticky_p
64	1	org.jruby.RubyTime$i$0$0$year
64	1	org.jruby.RubyDir$i$0$0$entries
64	1	org.jruby.RubyFileStat$i$0$0$symlink_p
64	1	org.jruby.RubyClassPathVariable$i$0$0$to_s
64	1	org.jruby.RubyDigest$DigestClass$s$0$0$s_digest
64	1	org.jruby.ext.socket.RubyBasicSocket$i$2$0$getsockopt
64	1	org.jruby.RubyFixnum$i$1$0$op_mod
64	1	org.jruby.RubyArray$i$0$0$delete_if
64	1	org.jruby.RubyString$i$0$0$succ_bang
64	1	org.jruby.java.addons.KernelJavaAddons$s$0$0$java_signature
64	1	org.jruby.ext.openssl.NetscapeSPKI$i$1$0$set_challenge
64	1	org.jruby.ext.openssl.NetscapeSPKI$i$0$0$to_der
64	1	org.jruby.RubyMatchData$i$0$0$to_s
64	1	org.jruby.RubyFile$s$1$0$mtime
64	1	org.jruby.RubyKernel$s$0$0$rbClone
64	1	org.jruby.RubyEnumerator$RubyEnumeratorEnumerable$s$1$0$each_cons19
64	1	org.jruby.RubyHash$i$1$0$op_aref
64	1	org.jruby.RubyEnumerable$s$count
64	1	org.jruby.RubyHash$i$1$0$default_value_set
64	1	org.jruby.RubyIO$i$0$0$rewind
64	1	org.jruby.RubyThread$i$0$0$group
64	1	org.jruby.javasupport.JavaMethod$i$0$0$invoke
64	1	org.jruby.javasupport.JavaObject$i$2$0$aset
64	1	org.jruby.RubyThread$i$1$0$key_p
64	1	org.jruby.RubyArgsFile$s$0$0$each_char
64	1	org.jruby.ext.openssl.PKCS7$i$1$0$add_recipient
64	1	org.jruby.javasupport.proxy.JavaProxyConstructor$i$0$0$new_instance2
64	1	org.jruby.RubyException$i$0$0$to_s
64	1	org.jruby.RubySymbol$i$0$0$to_s
64	1	org.jruby.javasupport.JavaMethod$i$0$0$invoke_static
64	1	org.jruby.RubyIO$i$1$0$lineno_set
64	1	org.jruby.RubyNameError$RubyNameErrorMessage$s$1$0$load
64	1	org.jruby.RubyIO$i$0$0$close
64	1	org.jruby.RubyString$i$1$0$include_p
64	1	org.jruby.RubyFloat$i$0$0$ceil
64	1	org.jruby.RubyEnumerator$i$0$0$dup
64	1	org.jruby.ext.openssl.PKCS7$i$0$0$decrypt
64	1	org.jruby.javasupport.JavaClass$i$0$0$declared_fields
64	1	org.jruby.ext.openssl.BN$i$0$0$bn_is_prime_fasttest
64	1	org.jruby.RubyFile$s$1$0$atime
64	1	org.jruby.RubyFile$s$2$0$truncate
64	1	org.jruby.libraries.ThreadLibrary$ConditionVariable$i$0$0$broadcast
64	1	org.jruby.RubyThread$s$0$0$abort_on_exception_x
64	1	org.jruby.java.proxies.ArrayJavaProxy$i$1$0$at
64	1	org.jruby.RubyModule$i$0$0$remove_method
64	1	org.jruby.RubyPrecision$s$0$0$prec_i
64	1	org.jruby.RubyBoolean$True$s$1$0$true_and
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$private_p
64	1	org.jruby.RubyProcess$RubyStatus$i$1$0$not_implemented1
64	1	org.jruby.RubyHash$i$1$0$op_eql19
64	1	org.jruby.RubyArray$i$1$0$op_equal
64	1	org.jruby.ext.socket.RubyIPSocket$i$0$0$peeraddr
64	1	org.jruby.RubyFile$i$0$2$initialize
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_exp
64	1	org.jruby.RubyArray$i$flatten_bang
64	1	org.jruby.ext.openssl.PKeyDSA$i$0$0$get_q
64	1	org.jruby.RubyString$i$partition
64	1	org.jruby.ext.openssl.BN$s$0$0$bn_generate_prime
64	1	org.jruby.RubyDigest$DigestInstance$s$0$0$block_length
64	1	org.jruby.RubyBignum$i$1$0$op_mod
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_add
64	1	org.jruby.javasupport.JavaClass$i$0$0$local_class_p
64	1	org.jruby.RubyRegexp$i$0$0$hash
64	1	org.jruby.RubyFileStat$i$0$0$size
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$extensions
64	1	org.jruby.RubySystemExit$i$0$0$status
64	1	org.jruby.ext.socket.RubySocket$s$1$0$pack_sockaddr_un
64	1	org.jruby.ext.socket.RubyTCPServer$i$0$0$accept
64	1	org.jruby.RubyKernel$s$respond_to_p
64	1	org.jruby.ext.openssl.Request$i$1$0$set_subject
64	1	org.jruby.RubyArray$i$1$0$eql
64	1	org.jruby.ext.openssl.PKeyDH$i$1$0$dh_compute_key
64	1	org.jruby.RubyHash$s$0$0$create
64	1	org.jruby.ext.openssl.NetscapeSPKI$i$0$0$to_pem
64	1	org.jruby.RubyBignum$i$1$0$op_equal
64	1	org.jruby.RubyKernel$3
64	1	org.jruby.RubyUnboundMethod$i$1$0$bind
64	1	org.jruby.RubyArray$i$0$0$sort
64	1	org.jruby.java.proxies.ArrayJavaProxy$i$0$0$length
64	1	org.jruby.RubyString$i$sub_bang
64	1	org.jruby.ext.openssl.Random$s$1$0$load_random_file
64	1	org.jruby.RubyFixnum$i$0$0$abs
64	1	org.jruby.RubyComparable$s$1$0$op_gt
64	1	org.jruby.RubyFile$i$0$0$close
64	1	org.jruby.RubyTime$i$0$0$wday
64	1	org.jruby.ext.openssl.PKCS7$i$0$0$detached_p
64	1	org.jruby.RubySymbol$i$0$0$to_int
64	1	org.jruby.RubyString$i$index
64	1	org.jruby.RubyHash$i$0$0$keys
64	1	org.jruby.RubyFloat$i$1$0$op_minus
64	1	org.jruby.RubyFixnum$i$to_s
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_rshift
64	1	org.jruby.RubyMatchData$i$0$0$values_at
64	4	java.io.File
64	1	org.jruby.ext.openssl.SSLSocket$i$0$0$peer_cert
64	1	org.jruby.javasupport.JavaMethod$i$0$0$public_p
64	1	org.jruby.RubyTime$i$0$0$sec
64	2	org.joda.time.field.DividedDateTimeField
64	1	org.jruby.RubyEnumerable$s$inject
64	1	org.jruby.RubyFileStat$i$0$0$ctime
64	1	org.jruby.RubyString$i$0$0$rstrip_bang
64	1	org.jruby.java.proxies.JavaProxy$i$0$0$marshal_dump
64	1	org.jruby.RubyDir$s$0$1$glob
64	1	org.jruby.RubyArray$i$0$0$compact_bang
64	1	org.jruby.RubyEnumerable$s$0$0$sort
64	2	com.kenai.constantine.platform.SocketLevel[]
64	1	org.jruby.ext.openssl.Attribute$i$0$0$value
64	1	org.jruby.RubyBoolean$False$s$1$0$false_or
64	1	org.jruby.RubyFileStat$i$0$0$owned_p
64	1	org.jruby.RubyNumeric$i$0$0$ceil
64	1	org.jruby.javasupport.JavaClass$i$0$0$declared_instance_methods
64	1	org.jruby.RubyKernel$s$0$0$taint
64	1	org.jruby.RubyDir$i$0$0$read
64	1	org.jruby.RubyBignum$i$1$0$op_or
64	1	org.jruby.RubyFileStat$i$0$0$devMajor
64	1	org.jruby.javasupport.JavaProxyMethods$s$0$0$java_class
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$get_d
64	1	org.jruby.RubyString$i$0$0$intern
64	1	org.jruby.RubyStringIO$i$0$0$fsync
64	1	org.jruby.ext.openssl.PKeyDH$i$1$0$dh_set_pub_key
64	1	org.jruby.RubyFile$s$1$0$ctime
64	1	org.jruby.ext.openssl.Request$i$0$0$signature_algorithm
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$private_encrypt
64	1	org.jruby.RubyFloat$i$0$0$to_s
64	1	org.jruby.RubyTime$i$1$0$strftime
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$not_after
64	1	org.jruby.RubyThread$i$0$0$abort_on_exception
64	1	org.jruby.RubyFloat$i$1$0$op_lt
64	1	org.jruby.ext.openssl.HMAC$i$1$0$initialize_copy
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$not_before
64	1	org.jruby.RubyIO$i$0$0$print
64	1	org.jruby.RubyIO$i$0$0$eof_p
64	1	org.jruby.javasupport.JavaClass$i$1$0$extend_proxy
64	1	org.jruby.RubyFileStat$i$0$0$blockdev_p
64	1	org.jruby.ext.openssl.X509CRL$i$0$0$issuer
64	1	org.jruby.RubySymbol$i$0$0$id2name
64	1	org.jruby.RubyFile$s$0$0$unlink
64	1	org.jruby.RubyThread$s$0$0$s_exit
64	1	org.jruby.RubyBoolean$False$s$1$0$false_xor
64	1	org.jruby.ext.openssl.Request$i$1$0$add_attribute
64	1	org.jruby.RubyEnumerable$s$0$0$min
64	1	org.jruby.ext.openssl.SSLSocket$i$0$0$sysclose
64	1	org.jruby.javasupport.JavaField$i$0$0$enum_constant_p
64	1	org.jruby.RubyFixnum$i$1$0$op_mul
64	1	org.jruby.RubyStringIO$i$0$1$readlines
64	1	org.jruby.RubyStruct$i$0$0$inspect
64	1	org.jruby.RubyFile$s$0$0$lchmod
64	1	org.jruby.RubyStringIO$i$0$0$isatty
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$directory_p
64	1	org.jruby.RubyNumeric$i$0$0$zero_p
64	1	org.jruby.RubyFile$s$0$0$join
64	1	org.jruby.RubyDir$s$0$0$getwd
64	1	org.jruby.javasupport.JavaClass$i$0$0$enclosing_class
64	1	org.jruby.RubyArray$i$0$0$select
64	1	org.jruby.RubyEnumerable$s$1$0$drop
64	1	org.jruby.RubyFile$s$0$0$chown
64	1	org.jruby.ext.openssl.Request$i$0$0$subject
64	1	org.jruby.ext.openssl.Request$i$0$0$attributes
64	1	org.jruby.RubyKernel$s$0$0$untaint
64	1	org.jruby.RubyIO$i$0$0$to_io
64	1	org.jruby.RubyFloat$i$0$0$round
64	1	org.jruby.RubyHash$i$1$0$op_equal
64	1	org.jruby.RubyTime$s$at
64	1	org.jruby.ext.openssl.X509StoreCtx$i$1$0$set_error
64	1	org.jruby.RubyHash$i$0$0$to_hash
64	1	org.jruby.RubyArray$i$0$0$reject_bang
64	1	org.jruby.RubyModule$i$1$0$method_added
64	1	org.jruby.javasupport.JavaClass$i$0$0$declared_method_smart
64	1	org.jruby.RubyEnumerator$s$0$0$rewind
64	1	org.jruby.ext.openssl.PKeyDSA$i$1$0$set_q
64	1	org.jruby.ext.openssl.BN$i$1$0$bn_ucmp
64	1	org.jruby.RubyModule$i$1$0$remove_const
64	1	org.jruby.ext.socket.RubyUNIXServer$i$0$0$accept_nonblock
64	1	org.jruby.RubyModule$i$1$0$op_ge
64	1	org.jruby.RubyString$i$0$0$lstrip_bang
64	1	org.jruby.RubyFileTest$FileTestFileMethods$s$1$0$symlink_p
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$public_p
64	1	org.jruby.javasupport.JavaProxyMethods$s$0$0$inspect
64	1	org.jruby.RubyThread$s$1$0$abort_on_exception_set_x
64	1	org.jruby.java.proxies.ArrayJavaProxy$i$2$0$op_aset
64	1	org.jruby.RubyArray$i$1$0$each_slice
64	1	org.jruby.RubyString$i$1$0$op_cmp
64	1	org.jruby.RubyTime$i$0$0$min
64	1	org.jruby.RubyModule$i$1$0$const_defined_p
64	1	org.jruby.RubyDir$s$0$1$chdir
64	1	org.jruby.ext.socket.RubyTCPServer$i$1$0$listen
64	1	org.jruby.javasupport.proxy.JavaProxyClass$ProxyMethodImpl$i$0$0$do_invoke
64	1	org.jruby.javasupport.proxy.JavaProxyClass$i$0$0$superclass
64	4	org.jruby.runtime.CallType
64	1	org.jruby.RubyProcess$RubyStatus$i$0$0$to_i
64	1	org.jruby.RubyBignum$i$1$0$coerce
64	1	org.jruby.RubyModule$i$0$0$attr_reader
64	1	org.jruby.RubyArray$i$0$0$inspect
64	1	org.jruby.RubyIO$i$0$0$each_codepoint
64	1	org.jruby.RubyTime$i$0$0$gmt
64	1	org.jruby.RubyBignum$i$0$0$op_uminus
64	1	org.jruby.RubyString$i$initialize
64	1	org.jruby.libraries.ThreadLibrary$SizedQueue$i$0$0$clear
64	1	org.jruby.RubyTime$i$0$0$gmt_offset
64	1	org.jruby.RubyArray$i$1$0$op_plus
64	1	org.jruby.javasupport.JavaObject$i$0$0$length
64	1	org.jruby.RubyArgsFile$s$0$0$rewind
64	1	org.jruby.javasupport.JavaClass$i$0$0$inspect
64	1	org.jruby.RubyStruct$i$0$0$size
64	1	org.jruby.RubyKernel$s$1$0$instance_of_p
64	1	org.jruby.javasupport.JavaClass$i$0$0$array_class
64	1	org.jruby.RubyMatchData$i$0$0$select
64	1	org.jruby.ext.openssl.PKCS7$i$0$0$get_type
64	1	org.jruby.RubyString$i$squeeze
64	1	org.jruby.RubyBignum$i$1$0$op_minus
64	1	org.jruby.RubyModule$i$0$0$undef_method
64	1	org.jruby.RubyFile$s$1$0$extname
64	1	org.jruby.RubyArray$i$1$0$combination
64	1	org.jruby.RubyDigest$DigestInstance$s$0$0$hexdigest_bang
64	1	org.jruby.libraries.ThreadLibrary$Mutex$i$0$0$locked_p
64	1	org.jruby.javasupport.JavaClass$i$0$0$get_package
64	1	org.jruby.RubyFile$s$0$1$basename
64	1	org.jruby.RubyRange$i$0$0$exclude_end_p
64	1	org.jruby.RubyIO$i$0$0$readchar
64	1	org.jruby.ext.openssl.PKeyDH$i$0$0$dh_generate_key
64	1	org.jruby.ext.openssl.X509StoreCtx$i$0$0$current_cert
64	1	org.jruby.RubySymbol$i$0$0$hash
64	1	org.jruby.RubyArray$i$0$0$transpose
64	1	org.jruby.RubyArray$i$0$0$map_bang
64	1	org.jruby.RubyArray$i$1$0$include_p
64	1	org.jruby.RubyNumeric$i$1$0$eql_p
64	1	org.jruby.ext.openssl.X509Cert$i$0$0$inspect
64	1	org.jruby.javasupport.JavaClass$i$0$0$java_instance_methods
64	1	org.jruby.RubyFileStat$i$0$0$ftype
64	1	org.jruby.ext.socket.RubySocket$s$1$0$unpack_sockaddr_in
64	1	org.jruby.RubyEnumerable$s$detect
64	1	org.jruby.RubyMethod$i$call
64	1	org.jruby.javasupport.JavaClass$i$0$0$array_p
64	1	org.jruby.ext.openssl.Cipher$i$0$0$name
64	1	org.jruby.ext.openssl.Random$s$1$0$seed
64	1	org.jruby.RubyStringIO$i$1$0$ungetc
64	1	org.jruby.RubyKernel$s$1$0$kind_of_p
64	1	org.jruby.RubyMatchData$i$1$0$offset
64	1	org.jruby.RubyIO$i$0$0$fsync
64	1	org.jruby.ext.openssl.X509Cert$i$1$0$check_private_key
64	1	org.jruby.RubyString$i$1$0$op_format
64	1	org.jruby.RubyModule$i$1$0$append_features
64	1	org.jruby.javasupport.JavaClass$i$0$0$public_p
64	1	org.jruby.RubyIO$i$1$0$syswrite
64	1	org.jruby.RubyMatchData$i$1$0$end
64	1	org.jruby.RubyString$i$2$0$tr_s_bang
64	1	org.jruby.RubyStringIO$s$0$2$open
64	1	org.jruby.RubyThread$s$0$0$main
64	1	org.jruby.RubyString$i$0$0$swapcase
64	1	org.jruby.javasupport.JavaConstructor$i$0$0$type_parameters
64	1	org.jruby.ext.openssl.PKeyRSA$i$0$0$get_e
64	1	org.jruby.RubyKernel$s$0$1$protected_methods
64	1	org.jruby.ext.openssl.Cipher$i$1$0$set_key
64	1	org.jruby.RubyString$i$count
64	1	org.jruby.RubyEnumerable$s$find_index
